Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes
Webby Vanderquack - Enthusiastic Duck,1,C,3,Fortyborn,
Voyage,1,C,3,Fortyborn,
Agrabah - Marketplace,1,C,3,Fortyborn,
Captain Amelia - First in Command,1,C,3,Fortyborn,
Genie - Cramped in the Lamp,1,C,3,Fortyborn,
Kit Cloudkicker - Navigator,1,C,3,Fortyborn,
Pluto - Mickey's Clever Friend,1,C,3,Fortyborn,
Rufus - Orphanage Cat,1,C,3,Fortyborn,
The Queen - Mirror Seeker,1,C,3,Fortyborn,
McDuck Manor - Scrooge's Mansion,1,C,3,Fortyborn,
Chief Tui - Proud of Motunui,1,C,3,Fortyborn,
Nala - Fierce Friend,1,C,3,Fortyborn,
Robin Hood - Beloved Outlaw,1,C,3,Fortyborn,
Nottingham - Prince John's Castle,1,C,3,Fortyborn,
The Bayou - Mysterious Swamp,1,C,3,Fortyborn,
Minnie Mouse - Musical Artist,1,C,3,Fortyborn,
Morph - Space Goo,1,C,3,Fortyborn,
Hades - Hotheaded Ruler,1,C,3,Fortyborn,
Alice - Tea Alchemist,1,C,3,Fortyborn,
Ursula - Deceiver of All,1,C,3,Fortyborn,
Jim Hawkins - Space Traveler,1,C,3,Fortyborn,
Dalmatian Puppy - Tail Wagger,1,C,3,Fortyborn,
Queen of Hearts - Wonderland Empress,1,C-,3,Fortyborn,
Diablo - Faithful Pet,1,C-,3,Fortyborn,
Kuzco's Palace - Home of the Emperor,1,C-,3,Fortyborn,
Bestow a Gift,1,C-,3,Fortyborn,
It Calls Me,1,C-,3,Fortyborn,
Jetsam - Riffraff,1,C-,3,Fortyborn,
Zazu - Steward of the Pride Lands,1,C-,3,Fortyborn,
Peter Pan - Never Land Hero,1,C-,3,Fortyborn,
Trigger - Not-So-Sharp Shooter,1,C-,3,Fortyborn,
Mickey Mouse - Stalwart Explorer,1,C-,3,Fortyborn,
Simba - Scrappy Cub,1,C-,3,Fortyborn,
Mama Odie - Voice of Wisdom,1,C-,3,Fortyborn,
John Silver - Greedy Treasure Seeker,1,C-,3,Fortyborn,
Scrooge McDuck - Richest Duck in the World,1,C-,3,Fortyborn,
Wendy Darling - Authority on Peter Pan,1,C-,3,Fortyborn,
Patch - Intimidating Pup,1,C+,3,Fortyborn,
Rolly - Hungry Pup,1,C+,3,Fortyborn,
Tinker Bell - Generous Fairy,1,C+,3,Fortyborn,
Heal What Has Been Hurt,1,C+,3,Fortyborn,
Tiana's Palace - Jazz Restaurant,1,C+,3,Fortyborn,
Chernabog's Followers - Creatures of Evil,1,C+,3,Fortyborn,
Hydros - Ice Titan,1,C+,3,Fortyborn,
Magica De Spell - Thieving Sorceress,1,C+,3,Fortyborn,
The Firebird - Force of Destruction,1,C+,3,Fortyborn,
Cubby - Mighty Lost Boy,1,C+,3,Fortyborn,
Flotsam - Riffraff,1,C+,3,Fortyborn,
Friar Tuck - Priest of Nottingham,1,C+,3,Fortyborn,
Della Duck - Unstoppable Mom,1,C+,3,Fortyborn,
Dewey - Showy Nephew,1,C+,3,Fortyborn,
Flintheart Glomgold - Lone Cheater,1,C+,3,Fortyborn,
King Louie - Bandleader,1,C+,3,Fortyborn,
Distract,1,C+,3,Fortyborn,
Eeyore - Overstuffed Donkey,1,C+,3,Fortyborn,
Helga Sinclair - Right-Hand Woman,1,C+,3,Fortyborn,
Mr. Smee - Bumbling Mate,1,C+,3,Fortyborn,
Razoul - Palace Guard,1,C+,3,Fortyborn,
Rise of the Titans,1,C+,3,Fortyborn,
Captain Hook's Rapier,1,C+,3,Fortyborn,
Pride Lands - Pride Rock,1,C+,3,Fortyborn,
Rafiki - Mystical Fighter,1,C+,3,Fortyborn,
Cursed Merfolk - Ursula's Handiwork,1,C+,3,Fortyborn,
Helga Sinclair - Vengeful Partner,1,C+,3,Fortyborn,
Maui's Fish Hook,1,C+,3,Fortyborn,
RLS Legacy - Solar Galleon,1,C+,3,Fortyborn,
Huey - Savvy Nephew,1,C+,3,Fortyborn,
Gustav the Giant - Terror of the Kingdom,1,C+,3,Fortyborn,
Mufasa - Champion of the Pride Lands,1,C+,3,Fortyborn,
Jafar - Striking Illusionist,1,C+,3,Fortyborn,
Mr. Snoops - Inept Businessman,1,C+/B-,3,Fortyborn,
Mama Odie - Voice of Wisdom,1,C+/B-,3,Fortyborn,
Miss Bianca - Rescue Aid Society Agent,0,D,3,Fortyborn,
Pluto - Friendly Pooch,0,D,3,Fortyborn,
Has Set My Heaaaaaaart . . .,0,D,3,Fortyborn,
Magic Broom - The Big Sweeper,0,D,3,Fortyborn,
Last-Ditch Effort,0,D,3,Fortyborn,
Skippy - Energetic Rabbit,0,D,3,Fortyborn,
Robin's Bow,0,D,3,Fortyborn,
Kakamora - Menacing Sailor,0,D,3,Fortyborn,
I've Got a Dream,0,D,3,Fortyborn,
Repair,0,D,3,Fortyborn,
Baloo - von Bruinwald XIII,0,D,3,Fortyborn,
Peter Pan - Lost Boy Leader,0,D,3,Fortyborn,
On Your Feet! Now!,0,D,3,Fortyborn,
Little John - Resourceful Outlaw,0,D,3,Fortyborn,
Boss's Orders,0,D-,3,Fortyborn,
Has Set My Heaaaaaaart . . .,0,D-,3,Fortyborn,
Olympus Would Be That Way,0,D-,3,Fortyborn,
Gyro Gearloose - Gadget Whiz,0,D-,3,Fortyborn,
Sheriff of Nottingham - Corrupt Official,0,D-,3,Fortyborn,
Cleansing Rainwater,0,D+,3,Fortyborn,
Wildcat's Wrench,0,D+,3,Fortyborn,
Lena Sabrewing - Rebellious Teenager,0,D+,3,Fortyborn,
Prince John - Phony King,0,D+,3,Fortyborn,
Ursula - Deceiver of All,0,D+,3,Fortyborn,
Milo Thatch - Spirited Scholar,0,D+,3,Fortyborn,
Scroop - Backstabber,0,D+,3,Fortyborn,
Scrooge McDuck - Uncle Moneybags,0,D+,3,Fortyborn,
Thaddeus E. Klang - Metallic Leader,0,D+,3,Fortyborn,
Gizmosuit,0,D+,3,Fortyborn,
The Bare Necessities,0,D+,3,Fortyborn,
Moana - Born Leader,0,D+,3,Fortyborn,
Audrey Ramirez - The Engineer,0,D+,3,Fortyborn,
Tinker Bell - Very Clever Fairy,0,D+,3,Fortyborn,
Gramma Tala - Spirit of the Ocean,0,D+,3,Fortyborn,
99 Puppies,0,F,3,Fortyborn,
Quick Patch,0,F,3,Fortyborn,
Magic Broom - Dancing Duster,0,F,3,Fortyborn,
Airfoil,0,F,3,Fortyborn,
Divebomb,0,F,3,Fortyborn,
Kit Cloudkicker - Spunky Bear Cub,0,F,3,Fortyborn,
Scrooge's Top Hat,0,F,3,Fortyborn,
Vault Door,0,F,3,Fortyborn,
Minnie Mouse - Funky Spelunker,0,F,3,Fortyborn,
Heart of Atlantis,0,F,3,Fortyborn,
Treasure Guardian - Protector of the Cave,0,F,3,Fortyborn,
The Lamp,0,F,3,Fortyborn,
The Sorcerer's Hat,0,F,3,Fortyborn,
Starlight Vial,0,F,3,Fortyborn,
Friend Like Me,0,F,3,Fortyborn,
Heart of Te Fiti,0,F,3,Fortyborn,
Belle's House - Maurice's Workshop,0,F,3,Fortyborn,
Map of Treasure Planet,0,F,3,Fortyborn,
Magica De Spell - The Midas Touch,0,F,3,Fortyborn,
Shenzi - Hyena Pack Leader,0,F,3,Fortyborn,
Lucky Dime,0,F,3,Fortyborn,
Mickey Mouse - Trumpeter,0,F,3,Fortyborn,
Namaari - Heir of Fang,5,A,4,Fortyborn,
Diablo - Devoted Herald,5,A,4,Fortyborn,
Raya - Unstoppable Force,5,A,4,Fortyborn,
Mulan - Elite Archer,5,A+,4,Fortyborn,
Dolores Madrigal - Easy Listener,3,B,4,Fortyborn,
"Flotsam - Ursula's ""Baby""",3,B,4,Fortyborn,
Luisa Madrigal - Magically Strong One,3,B,4,Fortyborn,
Make the Potion,3,B,4,Fortyborn,
Hercules - Daring Demigod,3,B,4,Fortyborn,
Brawl,3,B,4,Fortyborn,
Medallion Weights,3,B,4,Fortyborn,
Avalanche,3,B,4,Fortyborn,
Look At This Family,3,B,4,Fortyborn,
Isabela Madrigal - Golden Child,3,B,4,Fortyborn,
Jasmine - Desert Warrior,3,B,4,Fortyborn,
Under The Sea,3,B,4,Fortyborn,
Prince Phillip - Gallant Defender,3,B,4,Fortyborn,
Ursula - Sea Witch Queen,3,B,4,Fortyborn,
Zeus - Mr. Lightning Bolts,3,B,4,Fortyborn,
Sisu - Empowering Sibling,3,B,4,Fortyborn,
Cogsworth - Majordomo,2,B-,4,Fortyborn,
Julieta Madrigal - Excellent Cook,2,B-,4,Fortyborn,
Mickey Mouse - Leader of the Band,2,B-,4,Fortyborn,
Pluto - Rescue Dog,2,B-,4,Fortyborn,
Bruno's Return,2,B-,4,Fortyborn,
Camilo Madrigal - Prankster,2,B-,4,Fortyborn,
Jaq - Connoisseur of Climbing,2,B-,4,Fortyborn,
Pegasus - Flying Steed,2,B-,4,Fortyborn,
Pegasus - Cloud Racer,2,B-,4,Fortyborn,
Hercules - Clumsy Kid,2,B-,4,Fortyborn,
Nessus - River Guardian,2,B-,4,Fortyborn,
Pegasus - Gift for Hercules,2,B-,4,Fortyborn,
Sisu - Daring Visitor,2,B-,4,Fortyborn,
The Plank,2,B-,4,Fortyborn,
Sisu - Wise Friend,2,B-,4,Fortyborn,
Chien-Po - Imperial Soldier,2,B-,4,Fortyborn,
Bruno Madrigal - Out of the Shadows,2,B-,4,Fortyborn,
Ursula's Lair - Eye of the Storm,2,B-,4,Fortyborn,
Goofy - Super Goof,2,B-,4,Fortyborn,
Lumiere - Fiery Friend,2,B-,4,Fortyborn,
Sisu - Emboldened Warrior,2,B-,4,Fortyborn,
Tuk Tuk - Lively Partner,2,B-,4,Fortyborn,
Be King Undisputed,2,B-,4,Fortyborn,
Gaston - Despicable Dealer,2,B-,4,Fortyborn,
Mickey Mouse - Musketeer Captain,2,B-,4,Fortyborn,
Minnie Mouse - Musketeer Champion,2,B-,4,Fortyborn,
Bruno Madrigal - Undetected Uncle,2,B-,4,Fortyborn,
Noi - Acrobatic Baby,2,B-,4,Fortyborn,
Piglet - Sturdy Swordsman,2,B-,4,Fortyborn,
Prince Eric - Ursula's Groom,2,B-/C+,4,Fortyborn,
Gunther - Interior Designer,2,B-/C+,4,Fortyborn,
Triton - Young Prince,2,B-/C+,4,Fortyborn,
John Silver - Terror of the Realm,2,B-/C+,4,Fortyborn,
Mirabel Madrigal - Gift of the Family,2,B-/C+,4,Fortyborn,
Elsa - Storm Chaser,3,B/B-,4,Fortyborn,
Peter Pan - Shadow Finder,4,B/B+,4,Fortyborn,
Dig A Little Deeper,4,B+,4,Fortyborn,
Cri-Kee - Lucky Cricket,4,B+,4,Fortyborn,
We Don't Talk About Bruno,4,B+,4,Fortyborn,
Hercules - Beloved Hero,4,B+,4,Fortyborn,
Philoctetes - No-Nonsense Instructor,4,B+,4,Fortyborn,
Belle - Accomplished Mystic,4,B+,4,Fortyborn,
Ariel - Sonic Warrior,4,B+,4,Fortyborn,
Agustin Madrigal - Clumsy Dad,1,C,4,Fortyborn,
Daisy Duck - Lovely Lady,1,C,4,Fortyborn,
Félix Madrigal - Fun-Loving Family Man,1,C,4,Fortyborn,
Max - Loyal Sheepdog,1,C,4,Fortyborn,
Mirabel Madrigal - Prophecy Finder,1,C,4,Fortyborn,
Stitch - Alien Dancer,1,C,4,Fortyborn,
Ursula - Vanessa,1,C,4,Fortyborn,
Antonio Madrigal - Animal Expert,1,C,4,Fortyborn,
Flotsam & Jetsam - Entangling Eels,1,C,4,Fortyborn,
Magical Maid - Feather Duster,1,C,4,Fortyborn,
Pico - Helpful Toucan,1,C,4,Fortyborn,
Gus - Champion of Cheese,1,C,4,Fortyborn,
Megara - Liberated One,1,C,4,Fortyborn,
Pain - Immortal Sidekick,1,C,4,Fortyborn,
Pegasus - Gift for Hercules,1,C,4,Fortyborn,
Benja - Bold Uniter,1,C,4,Fortyborn,
Khan - Beloved Steed,1,C,4,Fortyborn,
Li Shang - General's Son,1,C,4,Fortyborn,
Fa Li - Mulan's Mother,1,C,4,Fortyborn,
Hans - Noble Scoundrel,1,C,4,Fortyborn,
Olaf - Trusting Companion,1,C,4,Fortyborn,
Pascal - Inquisitive Pet,1,C,4,Fortyborn,
Tuk Tuk - Curious Partner,1,C,4,Fortyborn,
Great Stone Dragon,1,C,4,Fortyborn,
Aladdin - Resolute Swordsman,1,C,4,Fortyborn,
Arges - The Cyclops,1,C,4,Fortyborn,
Ariel - Determined Mermaid,1,C,4,Fortyborn,
Beast - Thick-Skinned,1,C,4,Fortyborn,
Ling - Imperial Soldier,1,C,4,Fortyborn,
Mulan - Armored Fighter,1,C,4,Fortyborn,
The Mob Song,1,C,4,Fortyborn,
Pepa Madrigal - Weather Maker,1,C,4,Fortyborn,
One Last Hope,1,C,4,Fortyborn,
Anna - True-Hearted,1,C,4,Fortyborn,
Aurora - Lore Guardian,1,C,4,Fortyborn,
The Queen - Diviner,1,C,4,Fortyborn,
Magic Broom - Lively Sweeper,1,C-,4,Fortyborn,
Panic - Immortal Sidekick,1,C-,4,Fortyborn,
Peter Pan - Shadow Finder,1,C-,4,Fortyborn,
The Fates - Only One Eye,1,C-,4,Fortyborn,
Hidden Inkcaster,1,C-,4,Fortyborn,
Hidden Cove - Tranquil Haven,1,C-,4,Fortyborn,
Beast - Wounded,1,C-,4,Fortyborn,
Mulan - Injured Soldier,1,C-,4,Fortyborn,
Raya - Guardian of the Dragon Gem,1,C-,4,Fortyborn,
Vitalisphere,1,C-,4,Fortyborn,
Aurora - Tranquil Princess,1,C-,4,Fortyborn,
Scuttle - Expert on Humans,1,C-,4,Fortyborn,
Aladdin - Brave Rescuer,1,C-,4,Fortyborn,
Triton's Decree,1,C-,4,Fortyborn,
Alma Madrigal - Family Matriarch,1,C-,4,Fortyborn,
The Underworld - River Styx,1,C-,4,Fortyborn,
Daisy Duck - Musketeer Spy,1,C+,4,Fortyborn,
Donald Duck - Musketeer Soldier,1,C+,4,Fortyborn,
Prince Eric - Seafaring Prince,1,C+,4,Fortyborn,
Lost in the Woods,1,C+,4,Fortyborn,
Belle - Untrained Mystic,1,C+,4,Fortyborn,
"Jetsam - Ursula's ""Baby""",1,C+,4,Fortyborn,
Magic Broom - Illuminary Keeper,1,C+,4,Fortyborn,
Tick-Tock - Ever-Present Pursuer,1,C+,4,Fortyborn,
Ursula - Mad Sea Witch,1,C+,4,Fortyborn,
Rose Lantern,1,C+,4,Fortyborn,
Heihei - Bumbling Rooster,1,C+,4,Fortyborn,
Tor - Florist,1,C+,4,Fortyborn,
Ursula's Trickery,1,C+,4,Fortyborn,
Li Shang - Valorous General,1,C+,4,Fortyborn,
Tong - Survivor,1,C+,4,Fortyborn,
Anna - Braving the Storm,1,C+,4,Fortyborn,
Hades - Meticulous Plotter,1,C+,4,Fortyborn,
Iduna - Caring Mother,1,C+,4,Fortyborn,
Olaf - Carrot Enthusiast,1,C+,4,Fortyborn,
Transformed Chef - Castle Stove,1,C+,4,Fortyborn,
Ice Block,1,C+,4,Fortyborn,
Li Shang - Imperial Captain,1,C+,4,Fortyborn,
Luisa Madrigal - Rock of the Family,1,C+,4,Fortyborn,
Magic Broom - Aerial Cleaner,1,C+,4,Fortyborn,
Mickey Mouse - Standard Bearer,1,C+,4,Fortyborn,
Yao - Imperial Soldier,1,C+,4,Fortyborn,
Fortisphere,1,C+,4,Fortyborn,
Ariel - Singing Mermaid,1,C+,4,Fortyborn,
Goofy - Musketeer Swordsman,1,C+,4,Fortyborn,
Ursula - Eric's Bride,1,C+,4,Fortyborn,
Mrs. Potts - Enchanted Teapot,1,C+,4,Fortyborn,
Hera - Queen of the Gods,1,C+,4,Fortyborn,
Prince Phillip - Warden of the Woods,1,C+,4,Fortyborn,
Imperial Proclamation,1,C+,4,Fortyborn,
Dang Hu - Talon Chief,1,C+,4,Fortyborn,
Rapunzel - Appreciative Artist,1,C+,4,Fortyborn,
Lefou - Opportunistic Flunky,1,C+,4,Fortyborn,
Mickey Mouse - Playful Sorcerer,1,C+,4,Fortyborn,
Rajah - Royal Protector,1,C+,4,Fortyborn,
Pete - Born to Cheat,1,C+,4,Fortyborn,
Flynn Rider - Frenemy,1,C+,4,Fortyborn,
Ariel - Treasure Collector,1,C+,4,Fortyborn,
Donald Duck - Buccaneer,1,C+,4,Fortyborn,
Training Grounds - Impossible Pillar,1,C+/B-,4,Fortyborn,
Flounder - Collector's Companion,1,C+/C,4,Fortyborn,
Raya - Fierce Protector,1,C+/C,4,Fortyborn,
Marshmallow - Terrifying Snowman,0,D,4,Fortyborn,
A Pirate's Life,0,D,4,Fortyborn,
Winter Camp - Medical Tent,0,D,4,Fortyborn,
Imperial Bow,0,D,4,Fortyborn,
Thebes - The Big Olive,0,D,4,Fortyborn,
Miracle Candle,0,D,4,Fortyborn,
Second Star To The Right,0,D,4,Fortyborn,
The Muses - Proclaimers of Heroes,0,D,4,Fortyborn,
Triton - Discerning King,0,D,4,Fortyborn,
Hades - Double Dealer,0,D,4,Fortyborn,
Prince Phillip - Vanquisher of Foes,0,D,4,Fortyborn,
Triton - Champion of Atlantica,0,D,4,Fortyborn,
Swing Into Action,0,D-,4,Fortyborn,
Fa Zhou - Mulan's Father,0,D-,4,Fortyborn,
Glean,0,D-,4,Fortyborn,
"I Find 'Em, I Flatten 'Em",0,D-,4,Fortyborn,
Ursula's Garden - Full of the Unfortunate,0,D-,4,Fortyborn,
Snuggly Duckling - Disreputable Pub,0,D-,4,Fortyborn,
Field of Ice,0,D-,4,Fortyborn,
Signed Contract,0,D-/F,4,Fortyborn,
Poor Unfortunate Souls,0,D+,4,Fortyborn,
Diablo - Maleficent's Spy,0,D+,4,Fortyborn,
Megara - Captivating Cynic,0,D+,4,Fortyborn,
Vision Slab,0,D+,4,Fortyborn,
Mulan - Enemy of Entanglement,0,D+,4,Fortyborn,
Seldom All They Seem,0,D+,4,Fortyborn,
Chi-Fu - Imperial Advisor,0,D+,4,Fortyborn,
Cinderella - Melody Weaver,0,D+,4,Fortyborn,
Yen Sid - Powerful Sorcerer,0,D+,4,Fortyborn,
Magic Broom - Brigade Commander,0,D+,4,Fortyborn,
First Aid,0,F,4,Fortyborn,
Sign The Scroll,0,F,4,Fortyborn,
Record Player,0,F,4,Fortyborn,
Atlantica - Concert Hall,0,F,4,Fortyborn,
Ursula's Plan,0,F,4,Fortyborn,
Triton's Trident,0,F,4,Fortyborn,
Casa Madrigal - Casita,0,F,4,Fortyborn,
Dodge!,0,F,4,Fortyborn,
Golden Harp - Enchanter of the Land,0,F,4,Fortyborn,
Mystical Rose,0,F,4,Fortyborn,
Treasures Untold,0,F,4,Fortyborn,
Ariel's Grotto - A Secret Place,0,F,4,Fortyborn,
RLS Legacy's Cannon,0,F,4,Fortyborn,
The Wall - Border Fortress,0,F,4,Fortyborn,
Elsa - The Fifth Spirit,5,A,5,Fortyborn,
Kuzco - Selfish Emperor,5,A,5,Fortyborn,
Mufasa - Ruler of Pride Rock,5,A,5,Fortyborn,
Jafar - Tyrannical Hypnotist,5,A-,5,Fortyborn,
Wreck-It Ralph - Admiral Underpants,3,B,5,Fortyborn,
Maid Marian - Lady of the Lists,3,B,5,Fortyborn,
Archimedes - Electrified Owl,3,B,5,Fortyborn,
Rafiki - Shaman Duelist,3,B,5,Fortyborn,
Finders Keepers,3,B,5,Fortyborn,
The Library - A Gift for Belle,3,B,5,Fortyborn,
Zazu - Advisor to Mufasa,3,B,5,Fortyborn,
Scar - Vengeful Lion,3,B,5,Fortyborn,
Ratigan - Party Crasher,3,B,5,Fortyborn,
King Candy - Sweet Abomination,3,B,5,Fortyborn,
HeiHei - Protective Rooster,3,B,5,Fortyborn,
Tug-of-War,3,B,5,Fortyborn,
Steel Chromicon,3,B,5,Fortyborn,
Madam Mim - Elephant,3,B,5,Fortyborn,
Mother Gothel - Unwavering Schemer,3,B,5,Fortyborn,
Genie - Main Attraction,3,B,5,Fortyborn,
Donald Duck - Pie Slinger,3,B,5,Fortyborn,
Healing Touch,2,B-,5,Fortyborn,
The Nokk - Mythical Spirit,2,B-,5,Fortyborn,
Archimedes - Exasperated Owl,2,B-,5,Fortyborn,
Gale - Wind Spirit,2,B-,5,Fortyborn,
Luisa Madrigal - Entertaining Muscle,2,B-,5,Fortyborn,
Monstro - Whale of a Whale,2,B-,5,Fortyborn,
King of Hearts - Monarch of Wonderland,2,B-,5,Fortyborn,
Hypnotic Strength,2,B-,5,Fortyborn,
Magical Aid,2,B-,5,Fortyborn,
Half Hexwell Crown,2,B-,5,Fortyborn,
Shenzi - Scar's Accomplice,2,B-,5,Fortyborn,
Ed - Laughing Hyena,2,B-,5,Fortyborn,
Fauna - Good Fairy,2,B-,5,Fortyborn,
Iago - Fake Flamingo,2,B-,5,Fortyborn,
Banzai - Taunting Hyena,2,B-,5,Fortyborn,
Night Howler Rage,2,B-,5,Fortyborn,
Scar - Betrayer,2,B-,5,Fortyborn,
Denahi - Avenging Brother,2,B-,5,Fortyborn,
Vanellope von Schweetz - Random Roster Racer,2,B-,5,Fortyborn,
Ruby Chromicon,2,B-,5,Fortyborn,
Scrooge McDuck - Afficionado of Antiquities,2,B-,5,Fortyborn,
Ludwig Von Drake - Self-Proclaimed Genius,2,B-,5,Fortyborn,
Donald Duck - Focused Flatfoot,2,B-,5,Fortyborn,
Stitch - Team Underdog,2,B-,5,Fortyborn,
Simba - Lost Prince,2,B-,5,Fortyborn,
Yzma - Unjustly Treated,2,B-,5,Fortyborn,
When Will My Life Begin?,2,B-,5,Fortyborn,
Plate Armor,2,B-,5,Fortyborn,
Pete - Steamboat Rival,2,B-,5,Fortyborn,
Camilo Madrigal - Family Copycat,2,B-,5,Fortyborn,
Clarabelle - Light on Her Hooves,2,B-,5,Fortyborn,
Sherwood Forest - Outlaw Hideaway,2,B-/C+,5,Fortyborn,
Bruni - Fire Salamander,4,B/B+,5,Fortyborn,
Olaf - Happy Passenger,4,B+,5,Fortyborn,
Robin Hood - Timely Contestant,4,B+,5,Fortyborn,
You're Welcome,4,B+,5,Fortyborn,
Gaston - Pure Paragon,4,B+,5,Fortyborn,
Namaari - Resolute Daughter,4,B+,5,Fortyborn,
Doc - Bold Knight,4,B+,5,Fortyborn,
Prince Phillip - Swordsman of the Realm,4,B+,5,Fortyborn,
Anna - Diplomatic Queen,4,B+,5,Fortyborn,
Arthur - King Victorious,4,B+,5,Fortyborn,
Emerald Chromicon,5,B+/A,5,Fortyborn,
Scroop - Odious Mutineer,4,B+/A-,5,Fortyborn,
Tuke - Northern Moose,1,C,5,Fortyborn,
"Fix‐It Felix, Jr. - Niceland Steward",1,C,5,Fortyborn,
Rapunzel's Tower - Secluded Prison,1,C,5,Fortyborn,
Arthur - Wart,1,C,5,Fortyborn,
White Rabbit - Royal Herald,1,C,5,Fortyborn,
Maleficent - Vengeful Sorceress,1,C,5,Fortyborn,
Taffyta Muttonfudge - Ruthless Rival,1,C,5,Fortyborn,
Rancis Fluggerbutter - Chocolate Charger,1,C,5,Fortyborn,
Pete - Pastry Chomper,1,C,5,Fortyborn,
Donald Duck - Daisy's Date,1,C,5,Fortyborn,
Simba - Adventurous Successor,1,C,5,Fortyborn,
King Candy - Sovereign of Sugar,1,C,5,Fortyborn,
Rudy - Groove Disrupter,1,C,5,Fortyborn,
Sneezy - Noisy Knight,1,C,5,Fortyborn,
Maleficent - Formidable Queen,1,C,5,Fortyborn,
Maximus - Team Champion,1,C,5,Fortyborn,
Kronk - Head of Security,1,C,5,Fortyborn,
Snow White - Fair-Hearted,1,C (Buildaround B),5,Fortyborn,
Koda - Talkative Cub,1,C-,5,Fortyborn,
Lilo - Junior Cake Decorator,1,C-,5,Fortyborn,
Gazelle - Pop Star,1,C-,5,Fortyborn,
Revive,1,C-,5,Fortyborn,
Magica De Spell - Cruel Sorceress,1,C-,5,Fortyborn,
Robin Hood - Archery Contestant,1,C-,5,Fortyborn,
Clarabelle - Clumsy Guest,1,C-,5,Fortyborn,
Prince John's Mirror,1,C-,5,Fortyborn,
Tropical Rainforest - Jaguar Lair,1,C-,5,Fortyborn,
Mickey Mouse - Enthusiastic Dancer,1,C-,5,Fortyborn,
Potion of Might,1,C-,5,Fortyborn,
Minnie Mouse - Quick-Thinking Inventor,1,C-,5,Fortyborn,
Tanana - Wise Woman,1,C-,5,Fortyborn,
Tipo - Growing Son,1,C-,5,Fortyborn,
Ever as Before,1,C-,5,Fortyborn,
Dopey - Knight Apprentice,1,C-,5,Fortyborn,
Bashful - Adoring Knight,1,C-,5,Fortyborn,
Pete - Games Referee,1,C-,5,Fortyborn,
Duck for Cover!,1,C-,5,Fortyborn,
Minnie Mouse - Drum Major,1,C-,5,Fortyborn,
Prince John - Gold Lover,1,C-,5,Fortyborn,
Robin Hood - Sharpshooter,1,C-,5,Fortyborn,
Alan-a-Dale - Rockin' Rooster,1,C-/D+,5,Fortyborn,
Vanellope von Schweetz - Sugar Rush Champ,1,C/C-,5,Fortyborn,
Cogsworth - Illuminary Watchman,1,C/C+,5,Fortyborn,
Flora - Good Fairy,1,C/C+,5,Fortyborn,
Vanellope Von Schweetz - Candy Mechanic,1,C+,5,Fortyborn,
"Fix‐It Felix, Jr. - Trusty Builder",1,C+,5,Fortyborn,
Moana - Determined Explorer,1,C+,5,Fortyborn,
Vanellope von Schweetz - Sugar Rush Princess,1,C+,5,Fortyborn,
Sven - Reindeer Steed,1,C+,5,Fortyborn,
Minnie Mouse - Compassionate Friend,1,C+,5,Fortyborn,
Healing Decanter,1,C+,5,Fortyborn,
Amber Chromicon,1,C+,5,Fortyborn,
Merlin - Turtle,1,C+,5,Fortyborn,
Banzai - Gluttonous Predator,1,C+,5,Fortyborn,
Anna - Mystical Majesty,1,C+,5,Fortyborn,
Elsa's Ice Palace - Place of Solitude,1,C+,5,Fortyborn,
Ulf - Mime,1,C+,5,Fortyborn,
Merryweather - Good Fairy,1,C+,5,Fortyborn,
Ed - Hysterical Partygoer,1,C+,5,Fortyborn,
Robin Hood - Sneaky Sleuth,1,C+,5,Fortyborn,
Clarabelle - Contented Wallflower,1,C+,5,Fortyborn,
Shenzi - Head Hyena,1,C+,5,Fortyborn,
Turbo - Royal Hack,1,C+,5,Fortyborn,
Snowanna Rainbeau - Cool Competitor,1,C+,5,Fortyborn,
Daisy Duck - Spotless Food-Fighter,1,C+,5,Fortyborn,
Minnie Mouse - Dazzling Dancer,1,C+,5,Fortyborn,
Chaca - Impressive Daughter,1,C+,5,Fortyborn,
Basil - Practiced Detective,1,C+,5,Fortyborn,
Vision of the Future,1,C+,5,Fortyborn,
Kronk - Unlicensed Investigator,1,C+,5,Fortyborn,
Sir Ector - Castle Lord,1,C+,5,Fortyborn,
Happy - Lively Knight,1,C+,5,Fortyborn,
Simba - Son of Mufasa,1,C+,5,Fortyborn,
Food Fight!,1,C+,5,Fortyborn,
Seven Dwarfs' Mine - Secure Fortress,1,C+,5,Fortyborn,
Merlin - Intellectual Visionary,1,C+,5,Fortyborn,
Grumpy - Skeptical Knight,1,C+ (Buildaround B),5,Fortyborn,
Rutt - Northern Moose,1,C+/B-,5,Fortyborn,
Invited to the Ball,1,C+/B-,5,Fortyborn,
Mother Gothel - Conceited Manipulator,1,C+/B-,5,Fortyborn,
Hide Away,1,C+/B-,5,Fortyborn,
Pride Lands - Jungle Oasis,0,D,5,Fortyborn,
Earth Giant - Living Mountain,0,D,5,Fortyborn,
Maleficent - Vexed Partygoer,0,D,5,Fortyborn,
Anna - Eager Acolyte,0,D,5,Fortyborn,
Retrosphere,0,D,5,Fortyborn,
Amethyst Chromicon,0,D,5,Fortyborn,
Hypnotic Deduction,0,D,5,Fortyborn,
Merlin - Back from Bermuda,0,D,5,Fortyborn,
The Queen - Crown of the Council,0,D,5,Fortyborn,
