Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes,,LowInkValue,RegularInkValue,,PowerBand Options,retail Power Band
Honey Lemon - Chemical Genius,3,C,6,Frank Karsten,,,3,3,,,
Juju - Mama Odie's Companion,3,C,6,Frank Karsten,,,3,3,,,
Stitch - Little Trickster,3,C,6,Frank Karsten,,,3,3,,,
Alice - Savvy Sailor,3,C,6,Frank Karsten,,,2,3,,,
Baymax - Personal Healthcare Companion,3,C,6,Frank Karsten,,,3,3,,,
Chip - Friend Indeed,3,C,6,Frank Karsten,,,3,3,,,
Genie - Excited Shipbuilder,3,C,6,Frank Karsten,,,3,3,,,
Kanga - Nurturing Mother,3,C,6,Frank Karsten,,,2,3,,,
Magic Carpet - Amazing Flier,3,C,6,Frank Karsten,,,3,3,,,
Pete - Freebooter,3,C,6,Frank Karsten,,,3,3,,,
The White Rose - Jewel of the Garden,3,C,6,Frank Karsten,,,3,3,,,
Daisy Duck - Pirate Captain,3,C,6,Frank Karsten,,,3,3,,,
Gopher - Ship's Carpenter,3,C,6,Frank Karsten,,,3,3,,,
Hercules - Unwavering Demigod,3,C,6,Frank Karsten,,,3,3,,,
John Silver - Ferocious Friend,3,C,6,Frank Karsten,,,2,3,,,
March Hare - Absurd Host,3,C,6,Frank Karsten,,,3,3,,,
Kakamora - Boarding Party,3,C,6,Frank Karsten,,,2,3,,,
Hercules - Baby Demigod,3,C,6,Frank Karsten,,,2,3,,,
Tadashi Hamada - Baymax Inventor,3,C,6,Frank Karsten,,,3,3,,,
Kakamora - Pirate Chief,3,C,6,Frank Karsten,,,2,3,,,
Chip 'N' Dale - Recovery Rangers,3,C,6,Frank Karsten,,,2,3,,,
Lead the Way,3,C,6,Frank Karsten,,,3,3,,,
Lose the Way,3,C,6,Frank Karsten,,,3,3,,,
Making Magic,3,C,6,Frank Karsten,,,3,3,,,
Megabot,3,C,6,Frank Karsten,,,2,3,,,
Rescue Rangers Away!,3,C,6,Frank Karsten,,,3,3,,,
Skull Rock - Isolated Fortress,3,C,6,Frank Karsten,,,3,3,,,
Galactic Council Chamber - Courtroom,3,C,6,Frank Karsten,,,3,3,,,
Mad Hatter - Eccentric Host,2,C-,6,Frank Karsten,,,3,2,,,
Nick Wilde - Soggy Fox,2,C-,6,Frank Karsten,,,3,2,,,
Rabbit - Indignant Pirate,2,C-,6,Frank Karsten,,,3,2,,,
Kakamora - Pirate Pitcher,2,C-,6,Frank Karsten,,,3,2,,,
Aunt Cass - Biggest Fan,2,C-,6,Frank Karsten,,,3,2,,,
Grand Councilwoman - Federation Leader,2,C-,6,Frank Karsten,,,3,2,,,
Hiram Flaversham - Intrigued Inventor,2,C-,6,Frank Karsten,,,1,2,,,
Olivia Flaversham - The Toymaker's Daughter,2,C-,6,Frank Karsten,,,1,2,,,
John Darling - Sophisticated Swordsman,2,C-,6,Frank Karsten,,,3,2,,,
Jim Hawkins - Stubborn Cabin Boy,2,C-,6,Frank Karsten,,,3,2,,,
Oswald - The Lucky Rabbit,2,C-,6,Frank Karsten,,,1,2,,,
Simba - Happy-Go-Lucky,2,C-,6,Frank Karsten,,,3,2,,,
The Carpenter - Dinner Companion,2,C-,6,Frank Karsten,,,3,2,,,
Adorabeezle Winterpop - Ice Rocket Racer,2,C-,6,Frank Karsten,,,3,2,,,
Alistair Krei - Ambitious Entrepreneur,2,C-,6,Frank Karsten,,,3,2,,,
Billy Bones - Space Sailor,2,C-,6,Frank Karsten,,,3,2,,,
David - Impressive Surfer,2,C-,6,Frank Karsten,,,3,2,,,
Donald Duck - First Mate,2,C-,6,Frank Karsten,,,3,2,,,
Mickey Mouse - Courageous Sailor,2,C-,6,Frank Karsten,,,3,2,,,
Mickey Mouse - Night Watch,2,C-,6,Frank Karsten,,,3,2,,,
Nick Wilde - Sly Fox,2,C-,6,Frank Karsten,,,3,2,,,
Prince Phillip - Royal Explorer,2,C-,6,Frank Karsten,,,3,2,,,
Vanellope von Schweetz - Gutsy Go-Getter,2,C-,6,Frank Karsten,,,3,2,,,
Heathcliff - Stoic Butler,2,C-,6,Frank Karsten,,,3,2,,,
Monterey Jack - Good-Hearted Ranger,2,C-,6,Frank Karsten,,,3,2,,,
Mr. Big - Shrewd Tycoon,2,C-,6,Frank Karsten,,,1,2,,,
Peter Pan - Shadow Catcher,2,C-,6,Frank Karsten,,,1,2,,,
Stitch - Alien Buccaneer,2,C-,6,Frank Karsten,,,1,2,,,
Yokai - Enigmatic Inventor,2,C-,6,Frank Karsten,,,3,2,,,
Goofy - Expert Shipwright,2,C-,6,Frank Karsten,,,3,2,,,
Jafar - Power-Hungry Vizier,2,C-,6,Frank Karsten,,,1,2,,,
Moana - Kakamora Leader,2,C-,6,Frank Karsten,,,3,2,,,
Mosquito Bite,2,C-,6,Frank Karsten,,,3,2,,,
Prepare to Board!,2,C-,6,Frank Karsten,,,3,2,,,
You Came Back,2,C-,6,Frank Karsten,,,1,2,,,
We Could Be Immortals,2,C-,6,Frank Karsten,,,3,2,,,
Jumbo Pop,2,C-,6,Frank Karsten,,,1,2,,,
Fairy Ship - Royal Vessel,2,C-,6,Frank Karsten,,,3,2,,,
Institute of Technology - Prestigious University,2,C-,6,Frank Karsten,,,3,2,,,
Perilous Maze - Watery Labyrinth,2,C-,6,Frank Karsten,,,3,2,,,
Rescue Rangers Submarine - Mobile Headquarters,2,C-,6,Frank Karsten,,,3,2,,,
Kakamora - Long-Range Specialist,1,D,6,Frank Karsten,,,1,1,,,
Gadget Hackwrench - Creative Thinker,1,D,6,Frank Karsten,,,1,1,,,
Hiro Hamada - Robotics Prodigy,1,D,6,Frank Karsten,,,1,1,,,
Madam Mim - Truly Marvelous,1,D,6,Frank Karsten,,,1,1,,,
Minnie Mouse - Pirate Lookout,1,D,6,Frank Karsten,,,1,1,,,
Sisu - Uniting Dragon,1,D,6,Frank Karsten,,,1,1,,,
Rafiki - Ethereal Guide,1,D,6,Frank Karsten,,,1,1,,,
Bend to My Will,1,D,6,Frank Karsten,,,1,1,,,
I Won't Give In,1,D,6,Frank Karsten,,,1,1,,,
Seeking the Half Crown,1,D,6,Frank Karsten,,,1,1,,,
Thievery,1,D,6,Frank Karsten,,,1,1,,,
Baymax's Healthcare Chip,1,D,6,Frank Karsten,,,1,1,,,
Card Soldier's Spear,1,D,6,Frank Karsten,,,1,1,,,
Galactic Communicator,1,D,6,Frank Karsten,,,1,1,,,
Gold Coin,1,D,6,Frank Karsten,,,1,1,,,
King's Sensor Core,1,D,6,Frank Karsten,,,1,1,,,
Microbots,1,D,6,Frank Karsten,,,1,1,,,
Pooh Pirate Ship,1,D,6,Frank Karsten,,,1,1,,,
Training Dummy,1,D,6,Frank Karsten,,,1,1,,,
Hundred Acre Island - Pooh's Home,1,D,6,Frank Karsten,,,1,1,,,
Mystical Tree - Mama Odie's Home,1,D,6,Frank Karsten,,,1,1,,,
Treasure Mountain - Azurite Sea Island,1,D,6,Frank Karsten,,,1,1,,,
A Very Merry Unbirthday,0,F,6,Frank Karsten,,,1,0,,,
Good Job!,0,F,6,Frank Karsten,,,1,0,,,
Prepare Your Bot,0,F,6,Frank Karsten,,,1,0,,,
Safe and Sound,0,F,6,Frank Karsten,,,0,0,,,
The Islands I Pulled From The Sea,0,F,6,Frank Karsten,,,0,0,,,
Naveen's Ukulele,0,F,6,Frank Karsten,,,1,0,,,
Transport Pod,0,F,6,Frank Karsten,,,1,0,,,
Mad Hatter's Teapot,0,F,6,Frank Karsten,,,1,0,,,
Maleficent's Staff,0,F,6,Frank Karsten,,,1,0,,,
Sunglasses,0,F,6,Frank Karsten,,,1,0,,,
Flotilla - Coconut Armada,0,F,6,Frank Karsten,,,0,0,,,
Owl Island - Secluded Entrance,0,F,6,Frank Karsten,,,0,0,,,
Sugar Rush Speedway - Finish Line,0,F,6,Frank Karsten,,,0,0,,,
Iago - Giant Spectral Parrot,5,A,7,Frank Karsten,,,5,5,,,
Mushu - Majestic Dragon,5,A,7,Frank Karsten,,,5,5,,,
Lady - Miss Park Avenue,5,A,7,Frank Karsten,,,5,5,,,
Bagheera - Guardian Jaguar,5,A,7,Frank Karsten,,,5,5,,,
Rhino - Motivational Speaker,5,A,7,Frank Karsten,,,5,5,,,
Hades - Fast Talker,5,A,7,Frank Karsten,,,5,5,,,
Perla - Nimble Seamstress,4,B+,7,Frank Karsten,,,5,4,,,
Giant Cobra - Ghostly Serpent,4,B+,7,Frank Karsten,,,5,4,,,
Snow White - Fairest in the Land,4,B+,7,Frank Karsten,,,5,4,,,
Pascal - Garden Chameleon,4,B+,7,Frank Karsten,,,4,4,,,
Fidget - Sneaky Bat,4,B+,7,Frank Karsten,,,5,4,,,
Thunderbolt - Wonder Dog,4,B+,7,Frank Karsten,,,5,4,,,
Miss Bianca - Unwavering Agent,4,B+,7,Frank Karsten,,,5,4,,,
Madam Mim - Cheating Spellcaster,4,B+,7,Frank Karsten,,,5,4,,,
Pete - Space Pirate,4,B+,7,Frank Karsten,,,5,4,,,
Mad Hatter - Unruly Eccentric,4,B+,7,Frank Karsten,,,5,4,,,
Mufasa - Among the Stars,4,B+,7,Frank Karsten,,,5,4,,,
Wendy Darling - Pirate Queen,4,B+,7,Frank Karsten,,,5,4,,,
Mulan - Imperial General,4,B+,7,Frank Karsten,,,5,4,,,
Mulan - Disguised Soldier,4,B,7,Frank Karsten,,,4,4,,,
Rajah - Ghostly Tiger,4,B,7,Frank Karsten,,,4,4,,,
Kenai - Magical Bear,4,B,7,Frank Karsten,,,4,4,,,
Mariano Guzman - Handsome Suitor,4,B,7,Frank Karsten,,,4,4,,,
Bucky - Nutty Rascal,4,B,7,Frank Karsten,,,4,4,,,
Jafar - Aspiring Ruler,4,B,7,Frank Karsten,,,4,4,,,
Anastasia - Bossy Stepsister,4,B,7,Frank Karsten,,,4,4,,,
Panic - High‐Strung Imp,4,B,7,Frank Karsten,,,4,4,,,
Gizmoduck - Suited Up,4,B,7,Frank Karsten,,,4,4,,,
Moana - Island Explorer,4,B,7,Frank Karsten,,,4,4,,,
Jebidiah Farnsworth - Expedition Cook,4,B,7,Frank Karsten,,,4,4,,,
Shere Khan - Infamous Tiger,4,B,7,Frank Karsten,,,4,4,,,
Bolt - Superdog,4,B,7,Frank Karsten,,,4,4,,,
Lady Kluck - Protective Confidant,4,B,7,Frank Karsten,,,4,4,,,
Sven - Keen‐Eyed Reindeer,4,B,7,Frank Karsten,,,4,4,,,
Isabela Madrigal - In the Moment,4,B,7,Frank Karsten,,,4,4,,,
Jasmine - Inspired Researcher,4,B,7,Frank Karsten,,,4,4,,,
Mittens - Sassy Street Cat,4,B,7,Frank Karsten,,,4,4,,,
Te Kā - Lava Monster,4,B,7,Frank Karsten,,,4,4,,,
Wreck-It Ralph - Hero's Duty,4,B,7,Frank Karsten,,,4,4,,,
Baymax - Giant Robot,4,B,7,Frank Karsten,,,4,4,,,
Basil - Secret Informer,4,B,7,Frank Karsten,,,4,4,,,
Yzma - Above It All,4,B,7,Frank Karsten,,,4,4,,,
Goofy - Extreme Athlete,4,B,7,Frank Karsten,,,4,4,,,
Card Soldiers - Royal Troops,4,B-,7,Frank Karsten,,,4,4,,,
HeiHei - Rambling Rooster,4,B-,7,Frank Karsten,,,4,4,,,
Diablo - Spiteful Raven,4,B-,7,Frank Karsten,,,4,4,,,
Baymax - Low Battery,4,B-,7,Frank Karsten,,,4,4,,,
Robin Hood - Eye for Detail,4,B-,7,Frank Karsten,,,4,4,,,
Gaetan Moliere - The Mole,4,B-,7,Frank Karsten,,,4,4,,,
Mother Gothel - Vain Sorceress,4,B-,7,Frank Karsten,,,4,4,,,
The Queen - Jealous Beauty,4,B-,7,Frank Karsten,,,4,4,,,
Kuzco - Panicked Llama,4,B-,7,Frank Karsten,,,3,4,,,
Beagle Boys - Small‐Time Crooks,4,B-,7,Frank Karsten,,,4,4,,,
Dr. Calico - Green‐Eyed Man,4,B-,7,Frank Karsten,,,4,4,,,
Anna - Ice Breaker,4,B-,7,Frank Karsten,,,4,4,,,
Stabbington Brother - Without a Patch,4,B-,7,Frank Karsten,,,3,4,,,
Kida - Creative Thinker,4,B-,7,Frank Karsten,,,4,4,,,
Kuzco - Temporary Whale,4,B-,7,Frank Karsten,,,3,4,,,
King Stefan - New Father,4,B-,7,Frank Karsten,,,4,4,,,
Cheshire Cat - Perplexing Feline,4,B-,7,Frank Karsten,,,4,4,,,
Tick‐Tock - Relentless Crocodile,4,B-,7,Frank Karsten,,,4,4,,,
Tweedle Dee & Tweedle Dum - Strange Storytellers,4,B-,7,Frank Karsten,,,4,4,,,
Edgar Balthazar - Ambitious Butler,4,B-,7,Frank Karsten,,,4,4,,,
Calhoun - Courageous Rescuer,4,B-,7,Frank Karsten,,,4,4,,,
Pongo - Dear Old Dad,4,B-,7,Frank Karsten,,,3,4,,,
Tramp - Street‐Smart Dog,4,B-,7,Frank Karsten,,,4,4,,,
Hiro Hamada - Armor Designer,4,B-,7,Frank Karsten,,,4,4,,,
Donald Duck - Flustered Sorcerer,4,B-,7,Frank Karsten,,,3,4,,,
John Silver - Vengeful Pirate,4,B-,7,Frank Karsten,,,4,4,,,
Restoring the Heart,4,B-,7,Frank Karsten,,,4,4,,,
Restoring the Crown,4,B-,7,Frank Karsten,,,3,4,,,
Pain - Impudent Imp,3,C+,7,Frank Karsten,,,4,3,,,
Toulouse - Artistic Kitten,3,C+,7,Frank Karsten,,,4,3,,,
Toby - Dogged Companion,3,C+,7,Frank Karsten,,,3,3,,,
Yzma - Transformed Kitten,3,C+,7,Frank Karsten,,,4,3,,,
Tramp - Enterprising Dog,3,C+,7,Frank Karsten,,,4,3,,,
Mickey Mouse - Inspirational Warrior,3,C+,7,Frank Karsten,,,3,3,,,
Trusty - Loyal Bloodhound,3,C+,7,Frank Karsten,,,4,3,,,
Penny - Bolt's Person,3,C+,7,Frank Karsten,,,4,3,,,
Elsa - Trusted Sister,3,C+,7,Frank Karsten,,,4,3,,,
Queen of Hearts - Losing Her Temper,3,C+,7,Frank Karsten,,,4,3,,,
Cy‐Bug - Invasive Enemy,3,C+,7,Frank Karsten,,,4,3,,,
The Phantom Blot - Shadowy Figure,3,C+,7,Frank Karsten,,,3,3,,,
Mattias - Arendelle General,3,C+,7,Frank Karsten,,,4,3,,,
Marie - Favored Kitten,3,C+,7,Frank Karsten,,,4,3,,,
Denahi - Impatient Hunter,3,C+,7,Frank Karsten,,,4,3,,,
Mirabel Madrigal - Hopeful Dreamer,3,C+,7,Frank Karsten,,,4,3,,,
Calhoun - Battle-Tested,3,C+,7,Frank Karsten,,,4,3,,,
Koda - Smallish Bear,3,C+,7,Frank Karsten,,,4,3,,,
Peg - Natural Performer,3,C+,7,Frank Karsten,,,4,3,,,
Raya - Guidance Seeker,3,C+,7,Frank Karsten,,,4,3,,,
Pepper - Quick‐Thinking Puppy,3,C+,7,Frank Karsten,,,4,3,,,
Treasure Guardian - Foreboding Sentry,3,C+,7,Frank Karsten,,,4,3,,,
Kenai - Protective Brother,3,C+,7,Frank Karsten,,,4,3,,,
King of Hearts - Picky Ruler,3,C+,7,Frank Karsten,,,3,3,,,
Clarabelle - News Reporter,3,C+,7,Frank Karsten,,,4,3,,,
Scrooge McDuck - Resourceful Miser,3,C+,7,Frank Karsten,,,4,3,,,
Aladdin - Research Assistant,3,C+,7,Frank Karsten,,,3,3,,,
Bolt - Dependable Friend,3,C+,7,Frank Karsten,,,4,3,,,
Maid Marian - Badminton Ace,3,C+,7,Frank Karsten,,,4,3,,,
Chernabog - Creature of the Night,3,C+,7,Frank Karsten,,,3,3,,,
Baymax - Upgraded Robot,3,C+,7,Frank Karsten,,,4,3,,,
"Fix‐It Felix, Jr. - Pint‐Sized Hero",3,C+,7,Frank Karsten,,,4,3,,,
Stabbington Brother - With a Patch,3,C+,7,Frank Karsten,,,4,3,,,
Tamatoa - Happy as a Clam,3,C+,7,Frank Karsten,,,4,3,,,
Mirabel Madrigal - Musically Talented,3,C+,7,Frank Karsten,,,4,3,,,
Elsa - Ice Maker,3,C+,7,Frank Karsten,,,3,3,,,
So Much to Give,3,C+,7,Frank Karsten,,,4,3,,,
Training Staff,3,C+,7,Frank Karsten,,,4,3,,,
Sapphire Coil,3,C+,7,Frank Karsten,,,4,3,,,
Ruby Coil,3,C+,7,Frank Karsten,,,4,3,,,
Double Trouble,3,C+,7,Frank Karsten,,,4,3,,,
Out of Order,3,C,7,Frank Karsten,,,3,3,,,
Candlehead - Dedicated Racer,3,C,7,Frank Karsten,,,3,3,,,
Freckles - Good Boy,3,C,7,Frank Karsten,,,3,3,,,
Akela - Wolf Pack Elder,3,C,7,Frank Karsten,,,3,3,,,
Duchess - Elegant Feline,3,C,7,Frank Karsten,,,3,3,,,
Sir Kay - Unruly Knight,3,C,7,Frank Karsten,,,3,3,,,
Helga Sinclair - Tough as Nails,3,C,7,Frank Karsten,,,2,3,,,
Grandmother Fa - Spirited Elder,3,C,7,Frank Karsten,,,3,3,,,
Milo Thatch - Undaunted Scholar,3,C,7,Frank Karsten,,,3,3,,,
Yzma - Exasperated Schemer,3,C,7,Frank Karsten,,,3,3,,,
Li Shang - Newly Promoted,3,C,7,Frank Karsten,,,2,3,,,
Kashekim - Ancient Ruler,3,C,7,Frank Karsten,,,3,3,,,
Fa Zhou - War Hero,3,C,7,Frank Karsten,,,3,3,,,
Orville - Albatross Air,3,C,7,Frank Karsten,,,3,3,,,
Berlioz - Mischievous Kitten,3,C,7,Frank Karsten,,,3,3,,,
Pacha - Trekmate,3,C,7,Frank Karsten,,,3,3,,,
Mufasa - Respected King,3,C,7,Frank Karsten,,,3,3,,,
Tanana - Tribal Elder,3,C,7,Frank Karsten,,,3,3,,,
Drizella - Spoiled Stepsister,3,C,7,Frank Karsten,,,3,3,,,
Suzy - Master Seamstress,3,C,7,Frank Karsten,,,3,3,,,
The Matchmaker - Unforgiving Expert,3,C,7,Frank Karsten,,,3,3,,,
Jafar - Newly Crowned,3,C,7,Frank Karsten,,,3,3,,,
Kronk - Laid Back,3,C,7,Frank Karsten,,,2,3,,,
Queen of Hearts - Unpredictable Bully,3,C,7,Frank Karsten,,,2,3,,,
Beast - Frustrated Designer,3,C,7,Frank Karsten,,,2,3,,,
Pete - Pirate Scoundrel,2,C-,7,Frank Karsten,,,3,2,,,
Monsieur D'Arque - Despicable Proprietor,2,C-,7,Frank Karsten,,,3,2,,,
Roger Radcliffe - Dog Lover,2,C-,7,Frank Karsten,,,3,2,,,
Penny the Orphan - Clever Child,2,C-,7,Frank Karsten,,,3,2,,,
Grewnge - Cannon Expert,2,C-,7,Frank Karsten,,,3,2,,,
Honeymaren - Northuldra Guide,2,C-,7,Frank Karsten,,,3,2,,,
Honey Lemon - Chemistry Whiz,2,C-,7,Frank Karsten,,,3,2,,,
Bolt - Headstrong Dog,2,C-,7,Frank Karsten,,,3,2,,,
The Troubadour - Musical Narrator,2,C-,7,Frank Karsten,,,3,2,,,
Archimedes - Exceptional Owl,2,C-,7,Frank Karsten,,,3,2,,,
Cogsworth - Climbing Clock,2,C-,7,Frank Karsten,,,3,2,,,
Hiro Hamada - Future Champion,2,C-,7,Frank Karsten,,,3,2,,,
Belle - Apprentice Inventor,2,C-,7,Frank Karsten,,,3,2,,,
Thomas O'Malley - Feline Charmer,2,C-,7,Frank Karsten,,,3,2,,,
Aurora - Waking Beauty,2,C-,7,Frank Karsten,,,3,2,,,
Moana - Adventurer of Land and Sea,2,C-,7,Frank Karsten,,,3,2,,,
Cinderella - The Right One,2,C-,7,Frank Karsten,,,3,2,,,
Pepa Madrigal - Sensitive Sister,2,C-,7,Frank Karsten,,,3,2,,,
Madame Medusa - Diamond Lover,2,C-,7,Frank Karsten,,,3,2,,,
Maurice - Unconventional Inventor,2,C-,7,Frank Karsten,,,3,2,,,
Perdita - Playful Mother,2,C-,7,Frank Karsten,,,3,2,,,
Ratigan - Nefarious Criminal,2,C-,7,Frank Karsten,,,3,2,,,
Kakamora - Band of Pirates,2,C-,7,Frank Karsten,,,3,2,,,
HeiHei - Expanded Consciousness,2,C-,7,Frank Karsten,,,3,2,,,
Lady Tremaine - Bitterly Jealous,2,C-,7,Frank Karsten,,,1,2,,,
Baloo - Ol' Iron Paws,2,C-,7,Frank Karsten,,,1,2,,,
He's a Tramp,2,C-,7,Frank Karsten,,,3,2,,,
This Is My Family,2,C-,7,Frank Karsten,,,1,2,,,
Magical Maneuvers,2,C-,7,Frank Karsten,,,3,2,,,
All Is Found,2,C-,7,Frank Karsten,,,3,2,,,
Restoring Atlantis,2,C-,7,Frank Karsten,,,1,2,,,
Amber Coil,2,C-,7,Frank Karsten,,,3,2,,,
Amethyst Coil,2,C-,7,Frank Karsten,,,1,2,,,
Dawson - Puzzling Sleuth,1,D,7,Frank Karsten,,,1,1,,,
Dolores Madrigal - Within Earshot,1,D,7,Frank Karsten,,,1,1,,,
Merlin - Clever Clairvoyant,1,D,7,Frank Karsten,,,1,1,,,
Minnie Mouse - Storyteller,1,D,7,Frank Karsten,,,1,1,,,
Donald Duck - Lively Pirate,1,D,7,Frank Karsten,,,1,1,,,
The Prince - Vigilant Suitor,1,D,7,Frank Karsten,,,1,1,,,
Razoul - Menacing Guard,1,D,7,Frank Karsten,,,1,1,,,
Yokai - Intellectual Schemer,1,D,7,Frank Karsten,,,1,1,,,
Mr. Smee - Efficient Captain,1,D,7,Frank Karsten,,,1,1,,,
Lucky - Runt of the Litter,1,D,7,Frank Karsten,,,1,1,,,
King Candy - Royal Racer,1,D,7,Frank Karsten,,,1,1,,,
Gantu - Experienced Enforcer,1,D,7,Frank Karsten,,,1,1,,,
Daisy Duck - Multitalented Pirate,1,D,7,Frank Karsten,,,1,1,,,
Lyle Tiberius Rourke - Crystallized Mercenary,1,D,7,Frank Karsten,,,1,1,,,
Belle - Mechanic Extraordinaire,1,D,7,Frank Karsten,,,1,1,,,
Te Kā - Elemental Terror,1,D,7,Frank Karsten,,,1,1,,,
"Wake Up, Alice!",1,D,7,Frank Karsten,,,1,1,,,
We've Got Company!,1,D,7,Frank Karsten,,,1,1,,,
The Return of Hercules,1,D,7,Frank Karsten,,,1,1,,,
The Family Madrigal,1,D,7,Frank Karsten,,,1,1,,,
Kanine Krunchies,1,D,7,Frank Karsten,,,1,1,,,
Unconventional Tool,1,D,7,Frank Karsten,,,1,1,,,
Emerald Coil,1,D,7,Frank Karsten,,,1,1,,,
Spaghetti Dinner,1,D,7,Frank Karsten,,,1,1,,,
Devil's Eye Diamond,1,D,7,Frank Karsten,,,1,1,,,
Maurice's Machine,1,D,7,Frank Karsten,,,1,1,,,
Baymax's Charging Station,1,D,7,Frank Karsten,,,1,1,,,
Ink Geyser,0,F,7,Frank Karsten,,,0,0,,,
Steel Coil,0,F,7,Frank Karsten,,,0,0,,,
Lady - Elegant Spaniel,0,F,7,Frank Karsten,,,0,0,,,
Tuk Tuk - Disarmingly Cute,0,F,7,Frank Karsten,,,0,0,,,
The Glass Slipper,0,F,7,Frank Karsten,,,0,0,,,
Show Me More!,0,F,7,Frank Karsten,,,0,0,,,
Water Has Memory,0,F,7,Frank Karsten,,,0,0,,,
Triton's Daughters - Discordant Chorus,5,A,Q1,CityNoise,,,5,5,,,
Prince Eric - Grim Groom,5,A,Q1,CityNoise,,,5,5,,,
Bruno Madrigal - Unspeakable Seer,5,A,Q1,CityNoise,,,5,5,,,
Gaston - Egotistical Bully,5,A,Q1,CityNoise,,,5,5,,,
Mad Hatter - Sinister Host,5,A,Q1,CityNoise,,,5,5,,,
Jetsam - Wicked Whisperer,5,A,Q1,CityNoise,,,5,5,,,
Magica De Spell - Shadowy Sorceress,5,A,Q1,CityNoise,,,5,5,,,
Flotsam - Wicked Defender,5,A,Q1,CityNoise,,,5,5,,,
Tamatoa - Grabby Crab,5,A,Q1,CityNoise,,,5,5,,,
Shark - Toothy Terror,5,A,Q1,CityNoise,,,5,5,,,
Anna - Ensnared Sister,5,A,Q1,CityNoise,,,5,5,,,
Minnie Mouse - Wild-Eyed Diver,5,A,Q1,CityNoise,,,5,5,,,
Lash Out,5,A,Q1,CityNoise,,,5,5,,,
Lightning Storm,4,B-,Q1,CityNoise,,,4,4,,,
Choppy Waters,4,B,Q1,CityNoise,,,4,4,,,
Entangling Magic,5,A,Q1,CityNoise,,,5,5,,,
Tentacle Swipe,5,A,Q1,CityNoise,,,5,5,,,
Capsize,5,A,Q1,CityNoise,,,5,5,,,
Whirlpool,5,A,Q1,CityNoise,,,5,5,,,
Crushing Wave,5,A,Q1,CityNoise,,,5,5,,,
Typhoon,5,A,Q1,CityNoise,,,5,5,,,
Riptide,5,A,Q1,CityNoise,,,5,5,,,
Ursula's Stolen Trident,5,A,Q1,CityNoise,,,5,5,,,
Ursula's Contract,5,A,Q1,CityNoise,,,5,5,,,
The Hexwell Crown,5,A,Q1,CityNoise,,,5,5,,,
Tsunami,5,A,Q1,CityNoise,,,5,5,,,
Hercules - Manipulated Hero,4,B+,Q1,CityNoise,,,5,4,,,
Rhino - Power Hamster,5,A,8,Frank Karsten,,,5,5,,,
Rapunzel - High Climber,5,A,8,Frank Karsten,,,5,5,,,
Mushu - Your Worst Nightmare,5,A,8,Frank Karsten,,,5,5,,,
Raya - Infiltration Expert,5,A,8,Frank Karsten,,,5,5,,,
Maui - Stubborn Trickster,5,A,8,Frank Karsten,,,5,5,,,
Tramp - Dapper Rascal,5,A,8,Frank Karsten,,,5,5,,,
Blue Fairy - Guiding Light,4,B+,8,Frank Karsten,,,5,4,,,
Gyro Gearloose - Eccentric Inventor,4,B+,8,Frank Karsten,,,5,4,,,
Lena Sabrewing - Pure Energy,4,B+,8,Frank Karsten,,,5,4,,,
Pinocchio - Strings Attached,4,B+,8,Frank Karsten,,,5,4,,,
Stitch - Alien Troublemaker,4,B+,8,Frank Karsten,,,5,4,,,
Go Go Tomago - Cutting Edge,4,B+,8,Frank Karsten,,,4,4,,,
Minnie Mouse - Daring Defender,4,B+,8,Frank Karsten,,,5,4,,,
Monterey Jack - Defiant Protector,4,B+,8,Frank Karsten,,,5,4,,,
Magica De Spell - Shadow Form,4,B+,8,Frank Karsten,,,4,4,,,
Namaari - Single‐Minded Rival,4,B+,8,Frank Karsten,,,5,4,,,
Calhoun - Hard‐Nosed Leader,4,B+,8,Frank Karsten,,,5,4,,,
Camilo Madrigal - Center Stage,4,B+,8,Frank Karsten,,,5,4,,,
Into the Unknown,4,B+,8,Frank Karsten,,,5,4,,,
Vanellope von Schweetz - Spunky Speedster,4,B,8,Frank Karsten,,,4,4,,,
Tipo - Junior Chipmunk,4,B,8,Frank Karsten,,,4,4,,,
Huey - Reliable Leader,4,B,8,Frank Karsten,,,4,4,,,
Louis - Endearing Alligator,4,B,8,Frank Karsten,,,4,4,,,
Snoops - Betrayed Partner,4,B,8,Frank Karsten,,,4,4,,,
Genie - Satisfied Dragon,4,B,8,Frank Karsten,,,4,4,,,
Yelana - Northuldra Leader,4,B,8,Frank Karsten,,,4,4,,,
Pua - Protective Pig,4,B,8,Frank Karsten,,,4,4,,,
Faline - Playful Fawn,4,B,8,Frank Karsten,,,4,4,,,
Kaa - Hypnotizing Python,4,B,8,Frank Karsten,,,4,4,,,
March Hare - Hare‐Brained Eccentric,4,B,8,Frank Karsten,,,4,4,,,
Ryder - Fleet‐Footed Infiltrator,4,B,8,Frank Karsten,,,4,4,,,
Chip - Quick Thinker,4,B,8,Frank Karsten,,,4,4,,,
Goofy - Groundbreaking Chef,4,B,8,Frank Karsten,,,4,4,,,
Captain Hook - The Pirate King,4,B,8,Frank Karsten,,,4,4,,,
Lilo - Causing an Uproar,4,B,8,Frank Karsten,,,4,4,,,
The Sultan - Royal Apparition,4,B,8,Frank Karsten,,,4,4,,,
Lumiere - Fired Up,4,B,8,Frank Karsten,,,4,4,,,
