Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes
Dalmatian Puppy - Tail Wagger,2,C+,3,Frank Karsten,
Magica De Spell - Ambitious Witch,2,C+,3,Frank Karsten,
Heart of Atlantis,1,C+,3,Frank Karsten,
Gramma Tala - Spirit of the Ocean,2,C+,3,Frank Karsten,
Hydros - Ice Titan,2,C+,3,Frank Karsten,
Dewey - Showy Nephew,2,C+,3,Frank Karsten,
Kit Cloudkicker - Tough Guy,2,C+,3,Frank Karsten,
Nala - Fierce Friend,2,C+,3,Frank Karsten,
Robin Hood - Beloved Outlaw,2,C+,3,Frank Karsten,
Kida - Atlantean,2,C+,3,Frank Karsten,
Milo Thatch - Clever Cartographer,2,C+,3,Frank Karsten,
Starkey - Devious Pirate,2,C+,3,Frank Karsten,
Heal What Has Been Hurt,2,C+,3,Frank Karsten,
Huey - Savvy Nephew,2,C+,3,Frank Karsten,
Ursula - Deceiver of All,2,C+,3,Frank Karsten,
Bernard - Brand-New Agent,2,C+,3,Frank Karsten,
Thaddeus E. Klang - Metallic Leader,2,C+,3,Frank Karsten,
Cubby - Mighty Lost Boy,2,C+,3,Frank Karsten,
Nutsy - Vulture Henchman,2,C+,3,Frank Karsten,
Jafar - Striking Illusionist,2,C+,3,Frank Karsten,
Helga Sinclair - Vengeful Partner,2,C+,3,Frank Karsten,
Chief Tui - Proud of Motunui,2,C+,3,Frank Karsten,
Rafiki - Mystical Fighter,2,C+,3,Frank Karsten,
Slightly - Lost Boy,2,C+,3,Frank Karsten,
Jim Hawkins - Thrill Seeker,1,C,3,Frank Karsten,
Queen of Hearts - Wonderland Empress,1,C,3,Frank Karsten,
The Queen - Hateful Rival,1,C,3,Frank Karsten,
How Far I'll Go,1,C,3,Frank Karsten,
McDuck Manor - Scrooge's Mansion,1,C,3,Frank Karsten,
Moana - Born Leader,1,C,3,Frank Karsten,
Flotsam - Riffraff,1,C,3,Frank Karsten,
Joshua Sweet - The Doctor,1,C,3,Frank Karsten,
Sumerian Talisman,1,C,3,Frank Karsten,
Zazu - Steward of the Pride Lands,1,C,3,Frank Karsten,
Genie - Cramped in the Lamp,1,C,3,Frank Karsten,
Magica De Spell - Thieving Sorceress,1,C,3,Frank Karsten,
Pua - Potbellied Buddy,1,C,3,Frank Karsten,
Captain Hook's Rapier,1,C,3,Frank Karsten,
Strike a Good Match,1,C,3,Frank Karsten,
Tinker Bell - Generous Fairy,1,C,3,Frank Karsten,
The Firebird - Force of Destruction,1,C,3,Frank Karsten,
Morph - Space Goo,1,C,3,Frank Karsten,
Pride Lands - Pride Rock,1,C,3,Frank Karsten,
Scroop - Backstabber,1,C,3,Frank Karsten,
Kit Cloudkicker - Navigator,1,C,3,Frank Karsten,
Robin's Bow,1,C,3,Frank Karsten,
Forbidden Mountain - Maleficent's Castle,1,C,3,Frank Karsten,
Mickey Mouse - Stalwart Explorer,1,C,3,Frank Karsten,
The Queen - Mirror Seeker,1,C,3,Frank Karsten,
Last-Ditch Effort,1,C,3,Frank Karsten,
Milo Thatch - Spirited Scholar,1,C,3,Frank Karsten,
Rise of the Titans,1,C,3,Frank Karsten,
De Vil Manor - Cruella's Estate,1,C,3,Frank Karsten,
Never Land - Mermaid Lagoon,1,C,3,Frank Karsten,
Nottingham - Prince John's Castle,1,C,3,Frank Karsten,
Baloo - von Bruinwald XIII,1,C,3,Frank Karsten,
Peter Pan - Lost Boy Leader,1,C,3,Frank Karsten,
Simba - Scrappy Cub,0,C-,3,Frank Karsten,
Diablo - Faithful Pet,1,C-,3,Frank Karsten,
Prince John - Phony King,0,C-,3,Frank Karsten,
Wendy Darling - Talented Sailor,1,C-,3,Frank Karsten,
Captain Amelia - First in Command,1,C-,3,Frank Karsten,
Fang - River City,1,C-,3,Frank Karsten,
Kuzco's Palace - Home of the Emperor,1,C-,3,Frank Karsten,
Magic Broom - The Big Sweeper,1,C-,3,Frank Karsten,
Ursula - Deceiver,1,C-,3,Frank Karsten,
Audrey Ramirez - The Engineer,1,C-,3,Frank Karsten,
Kakamora - Menacing Sailor,0,C-,3,Frank Karsten,
Orville - Ace Pilot,1,C-,3,Frank Karsten,
RLS Legacy - Solar Galleon,0,C-,3,Frank Karsten,
Trigger - Not-So-Sharp Shooter,1,C-,3,Frank Karsten,
Maui's Fish Hook,1,C-,3,Frank Karsten,
Shenzi - Hyena Pack Leader,1,C-,3,Frank Karsten,
Lena Sabrewing - Rebellious Teenager,1,C-,3,Frank Karsten,
99 Puppies,0,C-,3,Frank Karsten,
Agrabah - Marketplace,1,C-,3,Frank Karsten,
Jafar - Lamp Thief,1,C-,3,Frank Karsten,
Minnie Mouse - Musical Artist,1,C-,3,Frank Karsten,
I Will Find My Way,1,C-,3,Frank Karsten,
It Calls Me,1,C-,3,Frank Karsten,
Cleansing Rainwater,1,C-,3,Frank Karsten,
Boss's Orders,1,C-,3,Frank Karsten,
Heart of Te Fiti,1,C-,3,Frank Karsten,
Scrooge McDuck - Richest Duck in the World,0,C-,3,Frank Karsten,
Jetsam - Riffraff,1,C-,3,Frank Karsten,
Maui - Soaring Demigod,0,C-,3,Frank Karsten,
The Sorcerer's Tower - Wondrous Workspace,1,C-,3,Frank Karsten,
Tiana's Palace - Jazz Restaurant,0,C-,3,Frank Karsten,
Bestow a Gift,1,C-,3,Frank Karsten,
Minnie Mouse - Funky Spelunker,1,C-,3,Frank Karsten,
Treasure Guardian - Protector of the Cave,0,C-,3,Frank Karsten,
Lucky Dime,0,C-,3,Frank Karsten,
Pluto - Friendly Pooch,0,D,3,Frank Karsten,
Skippy - Energetic Rabbit,0,D,3,Frank Karsten,
Magica De Spell - The Midas Touch,0,D,3,Frank Karsten,
The Bayou - Mysterious Swamp,0,D,3,Frank Karsten,
Aurelian Gyrosensor,0,D,3,Frank Karsten,
Sheriff of Nottingham - Corrupt Official,0,D,3,Frank Karsten,
Peter Pan - Never Land Hero,0,D,3,Frank Karsten,
Scrooge McDuck - Uncle Moneybags,0,D,3,Frank Karsten,
Miss Bianca - Rescue Aid Society Agent,0,D,3,Frank Karsten,
Tinker Bell - Very Clever Fairy,0,D,3,Frank Karsten,
Olympus Would Be That Way,0,D,3,Frank Karsten,
The Bare Necessities,0,D,3,Frank Karsten,
Gizmosuit,0,D,3,Frank Karsten,
Has Set My Heaaaaaaart...,0,D,3,Frank Karsten,
Mickey Mouse - Trumpeter,0,D,3,Frank Karsten,
Vault Door,0,D,3,Frank Karsten,
Mama Odie - Mystical Maven,0,D,3,Frank Karsten,
Gyro Gearloose - Gadget Whiz,0,D,3,Frank Karsten,
I've Got a Dream,0,D,3,Frank Karsten,
Repair,0,D,3,Frank Karsten,
The Boss Is on a Roll,0,D,3,Frank Karsten,
The Lamp,0,D,3,Frank Karsten,
Jolly Roger - Hook's Ship,0,D,3,Frank Karsten,
Quick Patch,0,D,3,Frank Karsten,
Wildcat's Wrench,0,D,3,Frank Karsten,
Magic Broom - Dancing Duster,0,D,3,Frank Karsten,
Voyage,0,D,3,Frank Karsten,
Map of Treasure Planet,0,D,3,Frank Karsten,
Kit Cloudkicker - Spunky Bear Cub,0,F,3,Frank Karsten,
Divebomb,0,F,3,Frank Karsten,
Belle's House - Maurice's Workshop,0,F,3,Frank Karsten,
Friend Like Me,0,F,3,Frank Karsten,
On Your Feet! Now!,0,F,3,Frank Karsten,
Airfoil,0,F,3,Frank Karsten,
The Sorcerer's Hat,0,F,3,Frank Karsten,
Scrooge's Top Hat,0,F,3,Frank Karsten,
Starlight Vial,0,F,3,Frank Karsten,
Belle - Accomplished Mystic,5,A,4,Frank Karsten,
Diablo - Devoted Herald,5,A,4,Frank Karsten,
Cri-Kee - Lucky Cricket,5,A,4,Frank Karsten,
Hercules - Beloved Hero,5,A,4,Frank Karsten,
Raya - Unstoppable Force,5,A,4,Frank Karsten,
Isabela Madrigal - Golden Child,5,A,4,Frank Karsten,
Piglet - Sturdy Swordsman,5,A,4,Frank Karsten,
Mulan - Elite Archer,5,A,4,Frank Karsten,
Ursula - Sea Witch Queen,5,A,4,Frank Karsten,
Chien-Po - Imperial Soldier,5,B+,4,Frank Karsten,
Goofy - Super Goof,5,B+,4,Frank Karsten,
Ariel - Sonic Warrior,5,B+,4,Frank Karsten,
Tick-Tock - Ever-Present Pursuer,5,B+,4,Frank Karsten,
Sisu - Emboldened Warrior,5,B+,4,Frank Karsten,
Jasmine - Desert Warrior,3,B+,4,Frank Karsten,
Pluto - Rescue Dog,5,B+,4,Frank Karsten,
Sisu - Wise Friend,5,B+,4,Frank Karsten,
Flynn Rider - Frenemy,5,B+,4,Frank Karsten,
"Flotsam - Ursula's ""Baby""",3,B+,4,Frank Karsten,
Julieta Madrigal - Excellent Cook,5,B+,4,Frank Karsten,
We Don't Talk About Bruno,5,B+,4,Frank Karsten,
Medallion Weights,5,B+,4,Frank Karsten,
Noi - Acrobatic Baby,5,B+,4,Frank Karsten,
Bruno Madrigal - Out of the Shadows,3,B+,4,Frank Karsten,
Gaston - Despicable Dealer,2,B,4,Frank Karsten,
Luisa Madrigal - Rock of the Family,4,B,4,Frank Karsten,
Dolores Madrigal - Easy Listener,4,B,4,Frank Karsten,
Tor - Florist,4,B,4,Frank Karsten,
Rapunzel - Appreciative Artist,4,B,4,Frank Karsten,
Pegasus - Cloud Racer,4,B,4,Frank Karsten,
Pegasus - Gift for Hercules,4,B,4,Frank Karsten,
Li Shang - Imperial Captain,4,B,4,Frank Karsten,
Minnie Mouse - Musketeer Champion,2,B,4,Frank Karsten,
Prince Eric - Seafaring Prince,4,B,4,Frank Karsten,
Antonio Madrigal - Animal Expert,4,B,4,Frank Karsten,
Belle - Untrained Mystic,4,B,4,Frank Karsten,
"Jetsam - Ursula's ""Baby""",4,B,4,Frank Karsten,
Hercules - Clumsy Kid,2,B,4,Frank Karsten,
Lumiere - Fiery Friend,4,B,4,Frank Karsten,
Nessus - River Guardian,4,B,4,Frank Karsten,
Pegasus - Flying Steed,4,B,4,Frank Karsten,
Elsa - Storm Chaser,2,B,4,Frank Karsten,
Namaari - Heir of Fang,2,B,4,Frank Karsten,
Heihei - Bumbling Rooster,4,B,4,Frank Karsten,
Brawl,4,B,4,Frank Karsten,
Cogsworth - Majordomo,3,B-,4,Frank Karsten,
Look at this Family,3,B-,4,Frank Karsten,
Hades - Meticulous Plotter,3,B-,4,Frank Karsten,
Mulan - Armored Fighter,3,B-,4,Frank Karsten,
The Mob Song,1,B-,4,Frank Karsten,
Camilo Madrigal - Prankster,3,B-,4,Frank Karsten,
Tuk Tuk - Lively Partner,3,B-,4,Frank Karsten,
Mickey Mouse - Leader of the Band,3,B-,4,Frank Karsten,
Magic Broom - Aerial Cleaner,3,B-,4,Frank Karsten,
Mirabel Madrigal - Gift of the Family,1,B-,4,Frank Karsten,
Luisa Madrigal - Magically Strong One,1,B-,4,Frank Karsten,
Donald Duck - Buccaneer,3,B-,4,Frank Karsten,
Mickey Mouse - Playful Sorcerer,3,B-,4,Frank Karsten,
Daisy Duck - Musketeer Spy,3,B-,4,Frank Karsten,
Jaq - Connoisseur of Climbing,3,B-,4,Frank Karsten,
Megara - Captivating Cynic,1,B-,4,Frank Karsten,
Raya - Fierce Protector,3,B-,4,Frank Karsten,
Peter Pan - Shadow Finder,1,C+,4,Frank Karsten,
Lefou - Opportunistic Flunky,2,C+,4,Frank Karsten,
Magic Broom - Brigade Commander,2,C+,4,Frank Karsten,
Stitch - Alien Dancer,2,C+,4,Frank Karsten,
Hercules - Daring Demigod,1,C+,4,Frank Karsten,
Yao - Imperial Soldier,2,C+,4,Frank Karsten,
Second Star to the Right,1,C+,4,Frank Karsten,
Donald Duck - Musketeer Soldier,2,C+,4,Frank Karsten,
Prince Eric - Ursula's Groom,2,C+,4,Frank Karsten,
Bruno Madrigal - Undetected Uncle,2,C+,4,Frank Karsten,
Philoctetes - No-Nonsense Instructor,2,C+,4,Frank Karsten,
Felix Madrigal - Fun-Loving Family Man,2,C+,4,Frank Karsten,
Pain - Immortal Sidekick,2,C+,4,Frank Karsten,
Mickey Mouse - Standard Bearer,2,C+,4,Frank Karsten,
Agustin Madrigal - Clumsy Dad,2,C+,4,Frank Karsten,
Gus - Champion of Cheese,2,C+,4,Frank Karsten,
Megara - Liberated One,2,C+,4,Frank Karsten,
Li Shang - General's Son,2,C+,4,Frank Karsten,
Flotsam & Jetsam - Entangling Eels,2,C+,4,Frank Karsten,
Tong - Survivor,1,C+,4,Frank Karsten,
Be King Undisputed,1,C+,4,Frank Karsten,
Tuk Tuk - Curious Partner,2,C+,4,Frank Karsten,
Arges - The Cyclops,2,C+,4,Frank Karsten,
Great Stone Dragon,2,C+,4,Frank Karsten,
Zeus - Mr. Lightning Bolts,2,C+,4,Frank Karsten,
Mickey Mouse - Musketeer Captain,1,C+,4,Frank Karsten,
Prince Phillip - Gallant Defender,2,C+,4,Frank Karsten,
Winter Camp - Medical Tent,2,C+,4,Frank Karsten,
Ursula - Mad Sea Witch,2,C+,4,Frank Karsten,
Ursula's Garden - Full of the Unfortunate,2,C+,4,Frank Karsten,
Iduna - Caring Mother,2,C+,4,Frank Karsten,
Transformed Chef - Castle Stove,2,C+,4,Frank Karsten,
Ling - Imperial Soldier,2,C+,4,Frank Karsten,
Rajah - Royal Protector,2,C+,4,Frank Karsten,
Ursula - Eric's Bride,1,C+,4,Frank Karsten,
Magic Broom - Illuminary Keeper,2,C+,4,Frank Karsten,
Dang Hu - Talon Chief,2,C+,4,Frank Karsten,
Hans - Noble Scoundrel,2,C+,4,Frank Karsten,
Olaf - Carrot Enthusiast,2,C+,4,Frank Karsten,
Pascal - Inquisitive Pet,1,C,4,Frank Karsten,
Max - Loyal Sheepdog,1,C,4,Frank Karsten,
Li Shang - Valorous General,1,C,4,Frank Karsten,
Anna - True-Hearted,1,C,4,Frank Karsten,
The Queen - Diviner,1,C,4,Frank Karsten,
Triton - Young Prince,1,C,4,Frank Karsten,
Chi-Fu - Imperial Advisor,1,C,4,Frank Karsten,
Mirabel Madrigal - Prophecy Finder,1,C,4,Frank Karsten,
The Underworld - River Styx,1,C,4,Frank Karsten,
Pico - Helpful Toucan,1,C,4,Frank Karsten,
Khan - Beloved Steed,1,C,4,Frank Karsten,
Olaf - Trusting Companion,1,C,4,Frank Karsten,
Aladdin - Brave Rescuer,1,C,4,Frank Karsten,
Beast - Thick-Skinned,1,C,4,Frank Karsten,
Mrs. Potts - Enchanted Teapot,1,C,4,Frank Karsten,
The Muses - Proclaimers of Heroes,1,C,4,Frank Karsten,
Mulan - Injured Soldier,1,C,4,Frank Karsten,
Anna - Braving the Storm,1,C,4,Frank Karsten,
John Silver - Terror of the Realm,1,C,4,Frank Karsten,
Pepa Madrigal - Weather Maker,1,C,4,Frank Karsten,
Magical Maid - Feather Duster,1,C,4,Frank Karsten,
Ursula's Lair - Eye of the Storm,1,C,4,Frank Karsten,
Fa Li - Mulan's Mother,1,C,4,Frank Karsten,
Daisy Duck - Lovely Lady,1,C,4,Frank Karsten,
Aladdin - Resolute Swordsman,1,C,4,Frank Karsten,
Ariel - Determined Mermaid,1,C,4,Frank Karsten,
Gunther - Interior Designer,1,C,4,Frank Karsten,
Sisu - Daring Visitor,1,C,4,Frank Karsten,
The Fates - Only One Eye,1,C,4,Frank Karsten,
Ariel - Treasure Collector,1,C,4,Frank Karsten,
Triton - Discerning King,1,C,4,Frank Karsten,
Fortisphere,1,C,4,Frank Karsten,
A Pirate's Life,1,C,4,Frank Karsten,
Thebes - The Big Olive,1,C,4,Frank Karsten,
Ursula - Vanessa,1,C,4,Frank Karsten,
Lost in the Woods,1,C-,4,Frank Karsten,
Training Grounds - Impossible Pillar,1,C-,4,Frank Karsten,
Magic Broom - Lively Sweeper,1,C-,4,Frank Karsten,
Panic - Immortal Sidekick,1,C-,4,Frank Karsten,
Pete - Born to Cheat,0,C-,4,Frank Karsten,
Pete - Rotten Guy,1,C-,4,Frank Karsten,
Hidden Cove - Tranquil Haven,1,C-,4,Frank Karsten,
Benja - Bold Uniter,1,C-,4,Frank Karsten,
Mulan - Enemy of Entanglement,1,C-,4,Frank Karsten,
Raya - Guardian of the Dragon Gem,1,C-,4,Frank Karsten,
Dig a Little Deeper,0,C-,4,Frank Karsten,
Ice Block,0,C-,4,Frank Karsten,
One Last Hope,0,C-,4,Frank Karsten,
Avalanche,0,C-,4,Frank Karsten,
Ariel - Singing Mermaid,1,C-,4,Frank Karsten,
Goofy - Musketeer Swordsman,0,C-,4,Frank Karsten,
Marshmallow - Terrifying Snowman,0,C-,4,Frank Karsten,
Hidden Inkcaster,0,C-,4,Frank Karsten,
Aurora - Lore Guardian,1,C-,4,Frank Karsten,
Vitalisphere,1,C-,4,Frank Karsten,
Rose Lantern,1,C-,4,Frank Karsten,
Prince Phillip - Warden of the Woods,0,C-,4,Frank Karsten,
Seldom All They Seem,1,C-,4,Frank Karsten,
Prince Phillip - Vanquisher of Foes,1,C-,4,Frank Karsten,
Alma Madrigal - Family Matriarch,0,C-,4,Frank Karsten,
Bruno's Return,0,C-,4,Frank Karsten,
Yen Sid - Powerful Sorcerer,1,C-,4,Frank Karsten,
Flounder - Collector's Companion,1,C-,4,Frank Karsten,
Scuttle - Expert on Humans,1,C-,4,Frank Karsten,
Under the Sea,0,C-,4,Frank Karsten,
Snuggly Duckling - Disreputable Pub,1,C-,4,Frank Karsten,
Triton's Decree,0,D,4,Frank Karsten,
Triton's Trident,0,D,4,Frank Karsten,
Casa Madrigal - Casita,0,D,4,Frank Karsten,
Diablo - Maleficent's Spy,0,D,4,Frank Karsten,
Hera - Queen of the Gods,0,D,4,Frank Karsten,
Beast - Wounded,0,D,4,Frank Karsten,
Imperial Proclamation,0,D,4,Frank Karsten,
Aurora - Tranquil Princess,0,D,4,Frank Karsten,
Imperial Bow,0,D,4,Frank Karsten,
Vision Slab,0,D,4,Frank Karsten,
Hades - Double Dealer,0,D,4,Frank Karsten,
Glean,0,D,4,Frank Karsten,
Cinderella - Melody Weaver,0,D,4,Frank Karsten,
Make the Potion,0,D,4,Frank Karsten,
Triton - Champion of Atlantica,0,D,4,Frank Karsten,
Fa Zhou - Mulan's Father,0,D,4,Frank Karsten,
Swing into Action,0,D,4,Frank Karsten,
First Aid,0,D,4,Frank Karsten,
Poor Unfortunate Souls,0,D,4,Frank Karsten,
Mystical Rose,0,D,4,Frank Karsten,
Ursula's Plan,0,D,4,Frank Karsten,
"I Find 'em, I Flatten 'em!",0,D,4,Frank Karsten,
Golden Harp - Enchanter of the Land,0,F,4,Frank Karsten,
Miracle Candle,0,F,4,Frank Karsten,
Record Player,0,F,4,Frank Karsten,
Sisu - Empowered Sibling,2,B,4,Fortyborn,
Atlantica - Concert Hall,0,F,4,Frank Karsten,
Dodge!,0,F,4,Frank Karsten,
Signed Contract,0,F,4,Frank Karsten,
The Plank,0,F,4,Frank Karsten,
RLS Legacy's Cannon,0,F,4,Frank Karsten,
Ursula's Trickery,0,F,4,Frank Karsten,
Ariel's Grotto - A Secret Place,0,F,4,Frank Karsten,
The Wall - Border Fortress,0,F,4,Frank Karsten,
Sign the Scroll,0,F,4,Frank Karsten,
Treasures Untold,0,F,4,Frank Karsten,
Field of Ice,0,F,4,Frank Karsten,
Robin Hood - Timely Contestant,5,A,5,Frank Karsten,
Madam Mim - Elephant,5,A,5,Frank Karsten,
Scrooge McDuck - Afficionado of Antiquities,5,A,5,Frank Karsten,
Camilo Madrigal - Family Copycat,5,A,5,Frank Karsten,
Jafar - Tyrannical Hypnotist,5,A,5,Frank Karsten,
Luisa Madrigal - Entertaining Muscle,5,A,5,Frank Karsten,
Mother Gothel - Unwavering Schemer,5,A,5,Frank Karsten,
Anna - Diplomatic Queen,5,A,5,Frank Karsten,
Elsa - The Fifth Spirit,5,A,5,Frank Karsten,
Maid Marian - Lady of the Lists,5,B+,5,Frank Karsten,
The Nokk - Mythical Spirit,5,B+,5,Frank Karsten,
Scroop - Odious Mutineer,3,B+,5,Frank Karsten,
Arthur - King Victorious,3,B+,5,Frank Karsten,
Moana - Determined Explorer,3,B+,5,Frank Karsten,
Clarabelle - Light on Her Hooves,5,B+,5,Frank Karsten,
Prince Phillip - Swordsman of the Realm,5,B+,5,Frank Karsten,
Namaari - Resolute Daughter,3,B+,5,Frank Karsten,
Zazu - Advisor to Mufasa,5,B+,5,Frank Karsten,
Monstro - Whale of a Whale,5,B+,5,Frank Karsten,
Bruni - Fire Salamander,5,B+,5,Frank Karsten,
HeiHei - Protective Rooster,5,B+,5,Frank Karsten,
Anna - Mystical Majesty,3,B+,5,Frank Karsten,
Archimedes - Exasperated Owl,5,B+,5,Frank Karsten,
Kuzco - Selfish Emperor,5,B+,5,Frank Karsten,
The Library - A Gift for Belle,5,B+,5,Frank Karsten,
Maximus - Team Champion,5,B+,5,Frank Karsten,
Scar - Vengeful Lion,5,B+,5,Frank Karsten,
Olaf - Happy Passenger,3,B+,5,Frank Karsten,
Wreck‐It Ralph - Admiral Underpants,3,B+,5,Frank Karsten,
Mufasa - Ruler of Pride Rock,3,B+,5,Frank Karsten,
Clarabelle - Contented Wallflower,4,B,5,Frank Karsten,
White Rabbit - Royal Herald,4,B,5,Frank Karsten,
Ratigan - Party Crasher,2,B,5,Frank Karsten,
Sir Ector - Castle Lord,2,B,5,Frank Karsten,
King Candy - Sweet Abomination,2,B,5,Frank Karsten,
Simba - Lost Prince,4,B,5,Frank Karsten,
Denahi - Avenging Brother,2,B,5,Frank Karsten,
Daisy Duck - Spotless Food‐Fighter,4,B,5,Frank Karsten,
Gaston - Pure Paragon,2,B,5,Frank Karsten,
Shenzi - Scar's Accomplice,4,B,5,Frank Karsten,
Fauna - Good Fairy,4,B,5,Frank Karsten,
Donald Duck - Focused Flatfoot,4,B,5,Frank Karsten,
Doc - Bold Knight,2,B,5,Frank Karsten,
Ludwig von Drake - Self‐Proclaimed Genius,4,B,5,Frank Karsten,
Finders Keepers,4,B,5,Frank Karsten,
Basil - Practiced Detective,3,B-,5,Frank Karsten,
Archimedes - Electrified Owl,3,B-,5,Frank Karsten,
Plate Armor,1,B-,5,Frank Karsten,
Genie - Main Attraction,1,B-,5,Frank Karsten,
Rafiki - Shaman Duelist,1,B-,5,Frank Karsten,
Vanellope von Schweetz - Random Roster Racer,1,B-,5,Frank Karsten,
Rudy - Groove Disrupter,3,B-,5,Frank Karsten,
Vanellope von Schweetz - Sugar Rush Champ,3,B-,5,Frank Karsten,
King Candy - Sovereign of Sugar,3,B-,5,Frank Karsten,
Sven - Reindeer Steed,3,B-,5,Frank Karsten,
Earth Giant - Living Mountain,3,B-,5,Frank Karsten,
Shenzi - Head Hyena,3,B-,5,Frank Karsten,
"Fix‐It Felix, Jr. - Trusty Builder",3,B-,5,Frank Karsten,
Happy - Lively Knight,3,B-,5,Frank Karsten,
Gale - Wind Spirit,3,B-,5,Frank Karsten,
Merlin - Turtle,3,B-,5,Frank Karsten,
Stitch - Team Underdog,1,B-,5,Frank Karsten,
Donald Duck - Pie Slinger,3,B-,5,Frank Karsten,
Rutt - Northern Moose,3,B-,5,Frank Karsten,
Mother Gothel - Conceited Manipulator,3,B-,5,Frank Karsten,
Flora - Good Fairy,3,B-,5,Frank Karsten,
Mirabel Madrigal - Family Gatherer,3,B-,5,Frank Karsten,
Snow White - Fair‐Hearted,1,C+,5,Frank Karsten,
Pete - Steamboat Rival,2,C+,5,Frank Karsten,
Turbo - Royal Hack,1,C+,5,Frank Karsten,
Hypnotic Strength,2,C+,5,Frank Karsten,
Snowanna Rainbeau - Cool Competitor,1,C+,5,Frank Karsten,
Seven Dwarfs' Mine - Secure Fortress,2,C+,5,Frank Karsten,
Emerald Chromicon,1,C+,5,Frank Karsten,
Ruby Chromicon,2,C+,5,Frank Karsten,
Invited to the Ball,1,C+,5,Frank Karsten,
Yzma - Unjustly Treated,1,C+,5,Frank Karsten,
Rapunzel's Tower - Secluded Prison,2,C+,5,Frank Karsten,
Ed - Laughing Hyena,1,C+,5,Frank Karsten,
Kronk - Unlicensed Investigator,2,C+,5,Frank Karsten,
Merlin - Intellectual Visionary,1,C+,5,Frank Karsten,
You're Welcome,2,C+,5,Frank Karsten,
Ed - Hysterical Partygoer,1,C+,5,Frank Karsten,
"Fix‐It Felix, Jr. - Niceland Steward",2,C+,5,Frank Karsten,
Iago - Fake Flamingo,2,C+,5,Frank Karsten,
Scar - Betrayer,2,C+,5,Frank Karsten,
Banzai - Gluttonous Predator,1,C+,5,Frank Karsten,
Rancis Fluggerbutter - Chocolate Charger,2,C+,5,Frank Karsten,
Tuke - Northern Moose,2,C+,5,Frank Karsten,
Tug‐of‐War,2,C+,5,Frank Karsten,
Minnie Mouse - Dazzling Dancer,2,C+,5,Frank Karsten,
Cogsworth - Illuminary Watchman,2,C+,5,Frank Karsten,
Robin Hood - Sneaky Sleuth,2,C+,5,Frank Karsten,
Vanellope von Schweetz - Candy Mechanic,2,C+,5,Frank Karsten,
Maleficent - Vengeful Sorceress,2,C+,5,Frank Karsten,
Taffyta Muttonfudge - Ruthless Rival,2,C+,5,Frank Karsten,
Arthur - Wart,2,C+,5,Frank Karsten,
Mickey Mouse - Food Fight Defender,1,C,5,Frank Karsten,
Pete - Pastry Chomper,1,C,5,Frank Karsten,
Simba - Adventurous Successor,1,C,5,Frank Karsten,
Kronk - Head of Security,1,C,5,Frank Karsten,
Healing Touch,1,C,5,Frank Karsten,
Clarabelle - Clumsy Guest,1,C,5,Frank Karsten,
Merryweather - Good Fairy,1,C,5,Frank Karsten,
Minnie Mouse - Drum Major,1,C,5,Frank Karsten,
Pete - Games Referee,1,C,5,Frank Karsten,
Half Hexwell Crown,1,C,5,Frank Karsten,
Minnie Mouse - Compassionate Friend,1,C,5,Frank Karsten,
Vanellope von Schweetz - Sugar Rush Princess,1,C,5,Frank Karsten,
Chaca - Impressive Daughter,1,C,5,Frank Karsten,
Ulf - Mime,1,C,5,Frank Karsten,
Amber Chromicon,1,C,5,Frank Karsten,
Mickey Mouse - Enthusiastic Dancer,1,C,5,Frank Karsten,
Tipo - Growing Son,1,C,5,Frank Karsten,
Minnie Mouse - Quick-Thinking Inventor,1,C,5,Frank Karsten,
King of Hearts - Monarch of Wonderland,1,C,5,Frank Karsten,
Ratigan - Raging Rat,1,C,5,Frank Karsten,
Simba - Son of Mufasa,1,C,5,Frank Karsten,
Steel Chromicon,1,C,5,Frank Karsten,
Glimmer vs Glimmer,1,C,5,Frank Karsten,
Magical Aid,1,C,5,Frank Karsten,
Gazelle - Pop Star,1,C,5,Frank Karsten,
Pride Lands - Jungle Oasis,1,C,5,Frank Karsten,
Prince John - Gold Lover,1,C,5,Frank Karsten,
Robin Hood - Archery Contestant,1,C,5,Frank Karsten,
Banzai - Taunting Hyena,1,C-,5,Frank Karsten,
Healing Decanter,1,C-,5,Frank Karsten,
Sneezy - Noisy Knight,1,C-,5,Frank Karsten,
When Will My Life Begin?,1,C-,5,Frank Karsten,
Maleficent - Formidable Queen,0,C-,5,Frank Karsten,
Anna - Eager Acolyte,0,C-,5,Frank Karsten,
Donald Duck - Daisy's Date,1,C-,5,Frank Karsten,
Koda - Talkative Cub,1,C-,5,Frank Karsten,
Magica De Spell - Cruel Sorceress,1,C-,5,Frank Karsten,
Vision of the Future,1,C-,5,Frank Karsten,
Tropical Rainforest - Jaguar Lair,1,C-,5,Frank Karsten,
Taffyta Muttonfudge - Sour Speedster,1,C-,5,Frank Karsten,
Night Howler Rage,1,C-,5,Frank Karsten,
Ratigan's Party - Seedy Back Room,1,C-,5,Frank Karsten,
Prince John's Mirror,1,C-,5,Frank Karsten,
Bashful - Adoring Knight,1,C-,5,Frank Karsten,
"Fix‐It Felix, Jr. - Delighted Sightseer",1,C-,5,Frank Karsten,
Kenai - Big Brother,1,C-,5,Frank Karsten,
